isco_08	isced_f_2013	core	common	specialist	roles	topics
3257	0912	4	2	0	6	food allergy and anaphylaxis; burns and airway obstruction
3257	0111	1	6	0	4	curriculum and instructional design; adult learning; differentiated instruction; educational assessment
3257	0232	2	4	0	6	Persian language and style; plain language writing; plain language
3257	0542	2	3	0	3	acceptance sampling; control charts; scoring and statistics; reliability of measurement
3257	0415	1	2	0	3	business correspondence
3257	0416	1	2	0	2	goods-in checks against orders; supplier management; customer relations in retail
3257	0533	1	2	0	2	heat transfer and cooling rate; levers and load moments; friction and heat transfer
3257	0541	2	0	0	2	scaling and ratios; proportional calculation
3257	0114	1	0	0	1	vocational teacher training
3257	0411	1	0	0	1	invoice verification
3257	0713	0	1	1	1	electrical hazards and protection; isolation of electrical supply
3257	0913	1	0	0	1	first aid and basic life support
3257	1032	1	0	0	1	fire prevention and firefighting
3257	0221	0	1	0	1	religious dietary law
3257	0313	0	1	0	1	service psychology and empathy
3313	0411	5	0	1	1	cost accounting and variance analysis; recipe costing and yield; stocktaking and cost of goods; financial statements
3313	0611	1	3	0	1	inventory software; spreadsheet software; computer use
3313	0416	1	2	0	1	inventory management; stock control; purchasing procedures
3313	0541	2	0	0	1	ratios and percentages
3313	0413	1	1	0	1	operational budgeting; performance measurement
3313	0311	1	0	0	1	input prices and inflation
3313	0414	1	0	0	1	menu engineering and pricing
3313	0542	0	2	0	1	statistical analysis; descriptive statistics
3313	1013	1	0	0	1	culinary yield
3313	0521	0	0	1	1	environmental impact of food waste
3322	0416	3	1	0	2	business-to-business sales; customer relations in retail; retail advice and product knowledge; consultative selling
3322	1013	2	2	0	2	espresso bar service; hospitality service standards; catering production planning; kitchen-floor allergen protocols
3322	0414	2	1	0	2	brand promotion; customer needs analysis; menu engineering and pricing
3322	0231	1	2	0	2	English for specific purposes; spoken clarity; written register and tone
3322	0533	2	0	0	1	fluid pressure and flow; particle size and flow resistance
3322	0313	1	1	0	1	service psychology and empathy; controlled sensory methodology
3322	0411	1	1	0	1	pricing and invoicing; recipe costing and yield
3322	0512	1	1	0	2	fermentation during post-harvest processing; food allergens and immune reactions
3322	0542	1	1	0	1	controlled variables and measurement; scoring and inter-rater calibration
3322	0415	1	0	0	1	telephone communication
3322	0421	1	0	0	1	contract terms and cancellation
3322	0531	1	0	0	1	solubility and extraction yield
3322	0532	1	0	0	1	climate and altitude
3322	0541	0	2	0	1	ratios and percentages; ratios and proportional scaling
3322	0713	1	0	0	1	boiler heating and controls
3322	0715	1	0	0	1	burr mechanics and wear
3322	0811	1	0	0	1	coffee cultivation and varieties
3322	0111	0	1	0	1	adult learning and assessment
3322	0114	0	1	0	1	vocational teacher training
3322	0314	0	1	0	1	intercultural communication
3322	0611	0	1	0	1	helpdesk chat tools
3322	0721	0	1	0	1	quality grading of food products
3322	0915	0	1	0	1	dietary restrictions and therapeutic diets
3322	1015	0	1	0	1	serving international tourists
3323	0721	16	12	1	7	supplier approval for food safety; quality grading; chilled and frozen food storage; meat science
3323	0416	15	5	0	7	buying and negotiation; supplier management; wholesale markets; purchasing procedures
3323	0313	6	1	0	7	negotiation psychology; controlled sensory methodology
3323	0811	5	3	0	4	agricultural extension; crop calendars; coffee farm economics; coffee cultivation and varieties
3323	0511	2	4	0	5	plant respiration; plant pests and fungal defects; mould growth conditions; the temperature danger zone
3323	0533	2	4	0	4	refrigeration and heat load; moisture and density measurement; humidity and equilibrium moisture; heat transfer and cooling rate
3323	0421	1	5	0	5	contract law; food law; food and trade regulation; tax law
3323	0812	2	3	0	3	postharvest quality; postharvest physiology
3323	0311	2	2	0	4	commodity prices and inflation; input prices and inflation
3323	0314	1	3	0	4	rural sociology; intercultural communication
3323	0531	2	1	0	1	crocin, picrocrocin and safranal; analytical chemistry; analytical chemistry methods
3323	0542	1	2	0	3	scoring and inter-rater calibration; demand variability; scoring and statistics
3323	1041	1	2	0	3	temperature-controlled transport
3323	0221	1	0	1	2	religious dietary law
3323	0831	1	1	0	2	fish freshness
3323	0841	1	1	0	2	meat inspection
3323	0411	0	2	0	2	cost accounting and variance analysis; taxation
3323	0412	1	0	0	1	commodity prices and currency risk
3323	0413	0	2	0	2	operational budgeting; crisis management
3323	0521	0	2	0	2	environmental sustainability
3323	0722	1	0	0	1	packaging materials
3323	0212	0	1	0	1	visual identity design
3323	0231	0	1	0	1	English for specific purposes
3323	0414	0	1	0	1	branding
3323	0512	0	1	0	1	fermentation during post-harvest processing
3323	0532	0	1	0	1	climate and altitude
3323	0541	0	1	0	1	ratios and percentages
3323	0611	0	1	0	1	inventory software
3323	1013	0	1	0	1	culinary yield
3323	1015	0	1	0	1	serving international tourists
3324	0721	7	0	0	2	grading standards for agricultural commodities; quality grading of food products; quality sampling before purchase; food standards and labelling
3324	0811	2	2	0	2	coffee farm economics; coffee cultivation and varieties; tea cultivation; agricultural extension
3324	0416	2	1	0	2	international wholesale trade; supplier management; wholesale markets
3324	0511	2	1	0	2	plant pests and fungal defects; mould growth conditions
3324	0533	2	1	0	2	moisture and density measurement; humidity and equilibrium moisture
3324	0542	2	0	0	2	scoring and inter-rater calibration; scoring and statistics
3324	0314	0	3	0	2	intercultural communication; rural sociology
3324	0421	1	1	0	2	food and trade regulation; contract law
3324	0512	1	1	0	2	fermentation during post-harvest processing; polyphenol oxidation
3324	0231	0	2	0	2	English for specific purposes
3324	0311	0	2	0	2	input prices and inflation; commodity prices and inflation
3324	0313	1	0	0	1	controlled sensory methodology
3324	0412	1	0	0	1	commodity prices and currency risk
3324	1015	0	2	0	2	serving international tourists
3324	0411	0	1	0	1	cost accounting and variance analysis
3324	0413	0	1	0	1	operational budgeting
3324	0521	0	1	0	1	environmental sustainability
3324	0532	0	1	0	1	climate and altitude
3332	0413	5	0	0	2	project scheduling; workforce planning; operational budgeting; supervision and delegation
3332	0411	3	2	0	3	pricing and invoicing; cost accounting and variance analysis; recipe costing and yield
3332	1013	2	4	0	3	catering production planning; service recovery; kitchen-floor allergen protocols
3332	0421	3	1	0	3	contract terms and cancellation; labour law on hours and rest
3332	0414	2	2	0	3	customer needs analysis; menu engineering and pricing
3332	0541	2	2	0	3	ratios and proportional scaling; ratios and percentages
3332	0313	1	3	0	2	de-escalation and emotional regulation; motivation and team climate; respectful, person-first interaction
3332	0416	2	1	0	3	consultative selling
3332	0212	1	2	0	2	interior space planning; accessible space arrangement
3332	1015	2	0	0	2	event management
3332	0231	1	1	0	1	spoken clarity; written register and tone
3332	1022	1	1	0	2	egress and fire routes
3332	0031	1	0	0	1	self-organisation and punctuality
3332	0223	1	0	0	1	fairness and workplace ethics
3332	0311	1	0	0	1	input prices and inflation
3332	0415	1	0	0	1	telephone communication
3332	0417	1	0	0	1	prioritising tasks under pressure
3332	0542	1	0	0	1	demand forecasting
3332	0923	0	2	0	2	active listening
3332	0221	0	1	0	1	religious dietary practices
3332	0314	0	1	0	1	cultural diversity and inclusion
3332	0512	0	1	0	1	food allergens and immune reactions
3332	0611	0	1	0	1	helpdesk chat tools
3332	0915	0	1	0	1	dietary restrictions and therapeutic diets
3332	0921	0	1	0	1	support for disabled adults
3431	0211	1	1	0	1	photography and lighting; video production and editing
3431	0212	0	2	0	1	graphic design; visual identity design
3431	0213	1	0	0	1	composition and colour
3431	0533	1	0	0	1	optics
3431	1013	1	0	0	1	plating
3431	0414	0	1	0	1	branding
3431	0611	0	1	0	1	design software
3432	0212	4	0	0	2	decorative design and colour; visual arrangement and symmetry; interior design; visual identity design
3432	1013	2	1	0	1	functional table layout; cover layouts for service styles; event service running order
3432	0414	1	1	0	2	customer needs analysis; branding
3432	0411	0	2	0	2	pricing and invoicing; budgeting and variance
3432	0731	1	0	0	1	space planning
3432	1011	1	0	0	1	laundry and linen care
3432	1021	1	0	0	1	separating soiled and clean textiles
3432	0031	0	1	0	1	communication skills
3432	0314	0	1	0	1	wedding and celebration customs
3432	0412	0	1	0	1	cash flow management
3432	0416	0	1	0	1	consultative selling
3432	0421	0	1	0	1	contract terms and cancellation
3432	0531	0	1	0	1	combustion and the fire triangle
3432	0533	0	1	0	1	airflow and heat transfer
3432	0732	0	1	0	1	building HVAC services
3432	1022	0	1	0	1	emergency evacuation
3432	1032	0	1	0	1	fire prevention and firefighting
3434	0413	30	15	0	11	record keeping and verification; supervision and delegation; workforce planning; operational budgeting
3434	1013	29	13	1	11	culinary arts techniques; communicating allergens to guests; standardised recipes; plate presentation standards
3434	0721	23	16	0	13	hazard analysis and critical control points; thermal processing of foods; cross-contact control in production; sensory analysis of food
3434	0313	14	8	0	12	motivation and team climate; constructive feedback; visual perception of taste; group dynamics
3434	0511	14	8	0	12	microbial hazards; taste and smell physiology; foodborne microorganisms; biofilms and microbial reduction
3434	0541	14	8	0	12	ratios and percentages; units and measurement; forecasting from usage; weights and measures
3434	0411	12	11	0	11	recipe costing and yield; cost accounting and variance analysis; waste cost tracking; stocktaking and cost of goods
3434	0512	8	7	0	9	Maillard reaction and protein denaturation; allergenic food proteins; carbohydrate metabolism and glycaemic index; protein denaturation at controlled temperatures
3434	0542	6	11	0	9	demand forecasting; scoring and statistics; sampling and control charts; comparative testing
3434	0531	6	10	0	9	salt, acid and flavour balance; cocoa butter polymorphism; combustion and the fire triangle; detergents, sanitisers and dilution
3434	0417	8	5	0	9	on-the-job training; work organisation; workflow planning; cooperation in the workplace
3434	1022	8	5	0	10	risk assessment method; ergonomics and safe movement; emergency evacuation; hot-oil burns and fire
3434	0414	10	0	0	7	menu engineering and pricing; customer demand and trends
3434	0533	5	8	0	9	conduction, convection and radiation; temperature curves and heat transfer; radiant heat; evaporation and heat transfer at the food surface
3434	0915	6	6	0	8	nutritional balance of menus; portion size and nutrition; therapeutic diets and dietetics; planning for household dietary needs
3434	0223	8	1	0	9	fairness and workplace ethics; courtesy and respect
3434	0421	4	8	0	8	labour law on hours and rest; food hygiene regulations; food labelling regulations
3434	1021	4	4	0	5	environmental health inspection; separation of clean and dirty flows; cleaning and disinfection programmes; public health surveillance
3434	0111	3	5	0	8	adult learning and instruction
3434	0311	4	2	0	6	input prices and inflation
3434	0213	2	4	1	6	colour, composition and balance; colour theory and composition; composition and colour
3434	0212	3	2	0	4	industrial and interior layout design; visual composition; design for a client brief
3434	0912	3	2	0	5	food allergy and anaphylaxis
3434	0314	1	5	0	4	food cultures of the world; workplace diversity and respect; Iranian cultural norms and taarof; regional food cultures of Iran
3434	0415	3	1	0	4	written logs and notes
3434	0416	0	5	0	5	inventory management; inventory rotation; goods-in checks against orders
3434	0611	1	3	0	4	inventory software; kitchen display screens
3434	0521	0	3	0	3	environmental impact of food waste
3434	0021	1	0	0	1	functional literacy
3434	1011	1	0	0	1	domestic service practice
3434	0221	0	1	0	1	Islamic dietary rules
3434	0222	0	1	0	1	history of Persian cuisine
3434	0231	0	1	0	1	English for specific purposes
3434	0811	0	1	0	1	local ingredients and seasons
3434	1015	0	1	0	1	serving international tourists
3434	1032	0	1	0	1	fire prevention and firefighting
3435	1013	3	1	0	1	plating; plate presentation standards; safe food handling in catering; culinary arts techniques
3435	0213	2	0	0	1	composition and colour; colour, composition and balance
3435	0721	1	1	0	1	food preservation principles; thermal processing of foods
3435	0313	1	0	0	1	visual perception of taste
3435	0511	1	0	0	1	foodborne microorganisms
3435	0533	0	2	0	1	optics; conduction, convection and radiation
3435	0211	0	1	0	1	photography and lighting
3435	0212	0	1	0	1	visual identity design
3435	0414	0	1	0	1	branding
3435	0512	0	1	0	1	Maillard reaction and protein denaturation
3512	0611	2	3	0	1	computer hardware and use; point-of-sale software; using vendor platforms and tablets; computer use
3512	0416	2	1	0	1	sales transactions; customer relations in retail; online retail channels
3512	0411	1	2	0	1	daily sales reports; payment reconciliation; computerised accounting
3512	0031	1	0	0	1	problem solving
3512	0313	1	0	0	1	service psychology and empathy
3512	0612	1	0	0	1	network administration
3512	1013	1	0	0	1	hospitality service standards
3512	1032	0	1	1	1	payment fraud prevention; security surveillance
3512	0412	0	1	0	1	electronic payment systems
3512	0414	0	1	0	1	ratings and online reputation
3512	0714	0	0	1	1	electronic security systems
4222	0611	6	4	0	4	helpdesk chat tools; using vendor platforms and tablets; using booking software; point-of-sale software
4222	1013	6	2	0	4	kitchen-floor allergen protocols; table inventory and turn times; hospitality service standards; order-taking procedure
4222	0313	5	2	0	4	service recovery psychology; service psychology and empathy; perceived waiting time; persuasion without pressure
4222	0416	5	2	0	4	online retail channels; returns and refunds; customer relations in retail; sales transactions
4222	0231	4	3	0	4	spoken clarity; written register and tone; English for specific purposes
4222	0414	2	2	0	2	ratings and online reputation; suggestive selling; online product presentation
4222	0415	3	0	0	3	telephone communication
4222	0417	2	0	0	1	attention to detail and checklists; clear workplace communication
4222	0915	1	2	0	2	dietary restrictions and therapeutic diets; ingredients and dietary needs
4222	0413	1	1	0	2	capacity planning; service-level tracking
4222	0232	1	0	0	1	clear spoken communication
4222	0411	1	0	0	1	daily sales reports
4222	0512	0	2	0	2	food allergens and immune reactions
4222	0541	0	2	0	1	queueing and waiting-time estimates; arithmetic, ratios and percentages
4222	0721	1	0	0	1	how dishes are made
4222	0923	1	0	0	1	active listening
4222	1032	1	0	0	1	personal safety at work
4222	0021	0	1	0	1	numeracy
4222	0314	0	1	0	1	intercultural communication
4222	0542	0	1	0	1	demand forecasting from past data
4222	1015	0	1	0	1	serving international tourists
4224	0313	2	1	0	1	de-escalation and emotional regulation; emotion regulation and conflict de-escalation; non-verbal communication
4224	0314	2	0	0	1	cultural diversity and inclusion; intercultural communication
4224	1013	2	0	0	1	guest history and personalised service; service recovery
4224	0231	1	0	1	1	English for specific purposes; second-language acquisition (Arabic)
4224	0221	1	0	0	1	religious dietary practices
4224	0414	1	0	0	1	customer relationship management
4224	0417	1	0	0	1	professional conduct
4224	0421	1	0	0	1	privacy rights
4224	0923	1	0	0	1	active listening
4224	1015	1	0	0	1	serving international tourists
4224	1032	1	0	0	1	personal safety at work
4225	0231	1	2	0	1	spoken clarity; written register and tone; English for specific purposes
4225	1013	2	0	0	1	table inventory and turn times; hospitality service standards
4225	0313	1	1	0	1	service psychology and empathy; perceived waiting time
4225	0611	1	1	0	1	using booking software; helpdesk chat tools
4225	0415	1	0	0	1	telephone communication
4225	0416	1	0	0	1	customer relations in retail
4225	0541	0	2	0	1	queueing and waiting-time estimates; arithmetic, ratios and percentages
4225	0021	0	1	0	1	numeracy
4225	0314	0	1	0	1	intercultural communication
4225	1015	0	1	0	1	serving international tourists
4226	1013	4	0	0	1	front-of-house guest flow; table inventory and turn times; hospitality rituals; hospitality service standards
4226	0313	3	1	0	1	first impressions and social perception; perceived waiting time; service psychology and empathy; respectful, person-first interaction
4226	0314	1	3	0	1	Iranian cultural norms and taarof; family dining customs; intercultural communication; cultural diversity and inclusion
4226	0231	0	2	1	1	spoken clarity; English for specific purposes; sign language acquisition
4226	0223	1	0	0	1	courtesy and respect
4226	0416	1	0	0	1	customer relations in retail
4226	0541	1	0	0	1	queueing and waiting-time estimates
4226	0611	1	0	0	1	using booking software
4226	0212	0	1	0	1	accessible space arrangement
4226	0221	0	1	0	1	religious dietary practices
4226	0415	0	1	0	1	telephone communication
4226	0921	0	1	0	1	support for disabled adults
4226	0922	0	1	0	1	child safety and child needs
4226	1015	0	1	0	1	serving international tourists
4229	0313	2	1	0	1	de-escalation and emotional regulation; emotion regulation and conflict de-escalation; non-verbal communication
4229	0314	2	0	0	1	cultural diversity and inclusion; intercultural communication
4229	1013	2	0	0	1	guest history and personalised service; service recovery
4229	0231	1	0	1	1	English for specific purposes; second-language acquisition (Arabic)
4229	0221	1	0	0	1	religious dietary practices
4229	0414	1	0	0	1	customer relationship management
4229	0417	1	0	0	1	professional conduct
4229	0421	1	0	0	1	privacy rights
4229	0923	1	0	0	1	active listening
4229	1015	1	0	0	1	serving international tourists
4229	1032	1	0	0	1	personal safety at work
4311	0411	4	1	2	1	double-entry bookkeeping; payroll accounting; computerised accounting; reconciliation
4311	0421	1	3	0	1	statutory wage rules; tax law; social security law; labour law
4311	0611	1	1	0	1	business application software; computer use
4311	0412	0	1	0	1	insurance
4313	0411	4	1	2	1	double-entry bookkeeping; payroll accounting; computerised accounting; reconciliation
4313	0421	1	3	0	1	statutory wage rules; tax law; social security law; labour law
4313	0611	1	1	0	1	business application software; computer use
4313	0412	0	1	0	1	insurance
4321	0416	7	2	0	2	stock control; goods-in checks against orders; inventory management; inventory rotation
4321	0721	5	3	0	2	incoming food quality inspection; thermal processing and core temperature; shelf life and spoilage; food preservation principles
4321	0411	4	0	0	2	invoice verification; stocktaking and cost of goods; waste cost
4321	0511	2	2	0	2	the temperature danger zone; pests as disease vectors; foodborne microorganisms
4321	0611	2	1	0	2	inventory software
4321	0533	1	2	0	2	heat transfer and cooling rate; levers and load moments
4321	1041	1	1	1	2	warehousing; materials handling equipment; transport documents
4321	1013	1	0	0	1	safe food handling in catering
4321	1022	0	1	1	1	ergonomics and lifting technique; vehicle safety in warehouses
4321	0542	0	1	0	1	demand variability
4321	0812	0	1	0	1	postharvest quality
4321	0831	0	1	0	1	fish freshness
4321	0841	0	1	0	1	meat inspection
4321	0915	0	1	0	1	musculoskeletal injury prevention
4321	1021	0	1	0	1	integrated pest management
4322	0413	1	1	0	1	production planning and control; supply chain management
4322	0416	1	1	0	1	stock control; reorder point
4322	0542	1	1	0	1	time-series forecasting; demand variability
4322	0611	1	1	0	1	inventory software; computer use
4322	0541	1	0	0	1	scaling and ratios
4322	0721	1	0	0	1	batch production
4322	1013	1	0	0	1	standard recipes
4322	0411	0	1	0	1	waste cost tracking
4322	0521	0	1	0	1	environmental impact of food waste
4322	1041	0	1	0	1	logistics
4323	1041	9	1	0	3	dispatch operations; urban delivery logistics; delivery status workflow; defensive riding
4323	0413	4	2	0	3	capacity planning; supervision and delegation; workforce planning; operational budgeting
4323	0541	4	0	0	3	assignment and scheduling problems; route optimisation
4323	0611	3	2	0	3	live tracking dashboards; mobile app use; inventory software; computer use
4323	0313	3	0	0	2	service recovery psychology; motivation and team climate; constructive feedback
4323	0417	2	1	0	3	prioritising tasks under pressure; on-the-job training
4323	0542	2	1	0	2	demand forecasting from past data; demand forecasting
4323	0031	1	2	0	2	self-organisation and punctuality; problem solving
4323	0533	2	0	0	2	braking distance and friction; refrigeration and heat load
4323	0416	1	1	0	2	returns and refunds; stock control
4323	0421	1	1	0	1	labour law on hours and rest; traffic and insurance law
4323	0111	1	0	0	1	adult learning and instruction
4323	0223	1	0	0	1	fairness and workplace ethics
4323	0231	1	0	0	1	spoken clarity
4323	0415	1	0	0	1	telephone communication
4323	0721	1	0	0	1	chilled and frozen food storage
4323	1022	1	0	0	1	road injury prevention
4323	0311	0	1	0	1	input prices and inflation
4323	0411	0	1	0	1	cost accounting and variance analysis
4323	1032	0	1	0	1	personal safety and crime prevention
4416	0413	2	1	1	1	human resource management; employee onboarding; performance appraisal; human resource development
4416	0421	2	2	0	1	labour law; social security law; statutory wage rules; administrative law
4416	0313	1	2	0	1	personnel selection psychology; feedback and motivation; conflict psychology
4416	0111	1	0	1	1	induction training; educational needs assessment
4416	0412	1	0	0	1	insurance
4416	0232	0	1	0	1	Persian language and style
4416	0411	0	1	0	1	payroll accounting
4416	0415	0	1	0	1	business correspondence
4416	0611	0	1	0	1	computer use
4416	1021	0	1	0	1	environmental health regulation
5111	1022	4	1	0	2	working in moving vehicles; evacuation procedures; workplace incident reporting
5111	1013	4	0	0	2	hospitality service standards; kitchen-floor allergen protocols; order-taking procedure
5111	1032	2	2	0	2	crowd safety; security controls in transport; cash security
5111	1041	3	0	0	2	cabin and onboard service procedures; aviation and rail catering rules
5111	0313	2	0	0	2	service psychology and empathy
5111	0314	1	2	0	2	intercultural communication; cultural diversity and inclusion; family dining customs
5111	0416	2	0	0	2	customer relations in retail
5111	0231	1	0	0	1	English for specific purposes
5111	0232	1	0	0	1	clear spoken communication
5111	0512	1	0	0	1	food allergens and immune reactions
5111	0912	1	0	0	1	burns and airway obstruction
5111	0913	1	0	0	1	first aid and basic life support
5111	0915	1	0	0	1	dietary restrictions and therapeutic diets
5111	1015	1	0	0	1	serving international tourists
5111	0221	0	1	0	1	religious dietary practices
5111	0411	0	1	0	1	cash reconciliation
5111	0511	0	1	0	1	bacterial growth in the danger zone
5111	0533	0	1	0	1	thermal insulation and heat loss
5111	0541	0	1	0	1	mental arithmetic for change
5111	0922	0	1	0	1	child safety and child needs
5120	0533	89	83	1	53	slow heating and cooling of large volumes; water-bath heat retention; conduction, convection and radiation; cutting mechanics and heat penetration
5120	1013	94	62	0	51	safe food handling in catering; communicating allergens to guests; culinary arts techniques; kitchen workstation organisation
5120	0511	86	47	2	51	foodborne microorganisms; taste and smell physiology; pathogen growth and toxin formation; skin and hand microbiota
5120	0721	72	47	1	47	food preservation principles; scaling food processes; cross-contact control in production; thermal processing of foods
5120	0531	56	55	1	48	salt, acid and flavour balance; complete and incomplete combustion; smoke point of cooking oils; starch thickening and roux
5120	0512	43	34	0	46	allergenic food proteins; Maillard reaction and protein denaturation; anti-nutrients (lectins, phytates) and soaking; protein denaturation and doneness
5120	1022	34	39	0	37	gas leak response; slip, trip and burn hazards; fitness to work and illness reporting; risk assessment method
5120	0915	30	29	0	36	portion size and nutrition; nutrition information panels; protein complementation of legumes and grains; therapeutic diets and dietetics
5120	0417	25	11	0	22	prioritising tasks under pressure; workflow planning; cooperation in the workplace; work organisation
5120	0541	15	22	0	29	weights and measures; measurement and scaling; forecasting from usage; mental arithmetic for change
5120	0413	14	13	0	17	record keeping and verification; operational handover procedures; inventory management; contract and menu compliance
5120	0314	14	12	0	21	workplace diversity and respect; food cultures of the world; Persian culinary heritage; regional food cultures of Iran
5120	0313	10	19	0	23	visual perception of taste; group dynamics; service psychology and empathy; constructive feedback
5120	0411	9	19	0	24	food cost and yield; cash reconciliation; waste cost; cost per portion
5120	1021	15	7	0	16	hygiene practice and handwashing; public health surveillance; cleaning and disinfection programmes; drinking water safety
5120	0715	12	6	0	15	sharpening and honing; tilting mechanisms; blade edge and sharpening; moving parts and blades
5120	0021	10	6	0	15	functional literacy; reading instructions
5120	0713	6	14	0	17	gas supply and appliances; electrical controls and programs; refrigeration equipment; electrical safety of appliances
5120	0912	9	8	0	17	food allergy and anaphylaxis
5120	0611	7	8	0	13	kitchen display screens; using vendor platforms and tablets; inventory software; point-of-sale software
5120	0213	5	11	0	15	colour, composition and balance; colour and visual composition; form and composition
5120	0031	6	6	0	12	self-organisation and punctuality
5120	0811	6	6	0	9	rice varieties and grain quality; local ingredients and seasons; saffron crop quality and adulteration; carcass anatomy and meat cuts
5120	0416	2	11	0	12	customer relations in retail; inventory rotation; online retail channels; inventory management
5120	0421	4	7	0	11	food labelling regulations; labour law on hours and rest
5120	1041	5	4	0	9	temperature-controlled transport; food transport services
5120	0841	5	1	0	4	veterinary meat inspection; veterinary inspection of heads and offal
5120	1032	2	7	0	9	fire prevention and firefighting; cash security
5120	0415	2	2	0	4	written logs and notes
5120	1031	3	0	0	3	field catering
5120	0414	2	1	0	3	ratings and online reputation; customer demand and trends
5120	0831	2	1	0	3	fish species and freshness
5120	0222	1	2	0	3	history of Persian cuisine
5120	0231	0	4	0	4	specialised vocabulary acquisition; English for specific purposes
5120	0521	0	4	0	4	food waste environmental impact; environmental impact of food waste
5120	0111	1	1	0	2	adult learning and instruction
5120	0212	1	1	0	2	visual composition
5120	0223	1	1	0	2	fairness and workplace ethics; courtesy and respect
5120	0712	0	2	0	2	waste management and recycling
5120	1011	1	0	0	1	domestic service practice
5120	0214	0	1	0	1	decorative handcraft techniques
5120	0221	0	1	0	1	Islamic dietary rules
5120	0542	0	1	0	1	demand forecasting
5120	0923	0	1	0	1	active listening
5120	1015	0	1	0	1	serving international tourists
5131	1013	83	26	1	22	plate and tray carrying technique; hospitality rituals; table service styles and sequence; hospitality service standards
5131	0314	27	13	0	17	Iranian cultural norms and taarof; workplace diversity and respect; intercultural communication; cultural diversity and inclusion
5131	0417	29	2	0	16	working efficiently on the floor; cooperation in the workplace; working to a routine; clear workplace communication
5131	0313	23	13	0	18	service psychology and empathy; group dynamics; motivation and team climate; de-escalation and emotional regulation
5131	1022	24	9	0	16	ergonomic carrying; evacuation procedures; repetitive strain prevention; manual handling of furniture
5131	0533	17	6	1	15	centre of mass and balance; balance and centre of mass; thermal insulation and heat loss; friction and heat transfer
5131	0416	10	7	0	11	customer relations in retail; inventory and stock valuation; inventory management; average ticket value
5131	0223	10	2	0	12	courtesy and respect; fairness and workplace ethics
5131	0231	8	4	1	9	English for specific purposes; plain-language description; spoken clarity; plain-language explanation
5131	0411	5	11	0	10	cash reconciliation; billing, service charges and VAT; stocktaking and cost of goods; daily sales reports
5131	1032	3	11	0	10	cash security; crowd safety; personal safety at work; safety when entering guest rooms
5131	0511	5	6	0	7	bacterial growth in the danger zone; bacterial growth over time; foodborne microorganisms; the temperature danger zone
5131	0413	6	3	0	5	supervision and delegation; project scheduling; operational budgeting; operational handover procedures
5131	0541	3	8	0	10	mental arithmetic for change; proportional division; queueing and waiting-time estimates; ratios and proportional scaling
5131	0915	4	6	0	9	dietary restrictions and therapeutic diets; ingredients and dietary needs; musculoskeletal injury prevention
5131	0721	3	7	0	8	how dishes are made; food preservation principles; cross-contact control in production; sensory analysis of food
5131	1021	6	1	0	6	surface sanitation; hygiene practice and handwashing; field sanitation
5131	0611	5	2	0	6	kitchen display screens; inventory software; point-of-sale software; using booking software
5131	1015	4	3	0	7	serving international tourists; event management
5131	0232	5	0	0	5	clear spoken communication
5131	0221	3	3	0	5	religious dietary practices; religious rites and gatherings
5131	0421	4	1	0	5	privacy rights; alcohol licensing law; labour law on hours and rest
5131	0512	3	3	0	6	food allergens and immune reactions; allergenic food proteins
5131	0212	3	1	0	4	visual arrangement and symmetry; accessible space arrangement; interior space planning
5131	0812	3	1	0	4	viticulture; tea cultivation and grades
5131	0531	2	1	1	3	tannins, caffeine and infusion; oxidation and stewing of brewed tea; solubility and extraction yield
5131	0414	1	3	0	3	suggestive selling; customer relationship management
5131	0415	2	1	0	3	telephone communication; written logs and notes
5131	0923	2	1	0	3	active listening
5131	0021	2	0	0	2	functional literacy
5131	1041	2	0	0	2	cabin and onboard service procedures
5131	0111	1	1	0	2	adult learning and instruction
5131	0542	1	1	0	2	scoring and statistics; demand forecasting
5131	0922	0	3	0	3	child safety and child needs
5131	0311	0	1	0	1	input prices and inflation
5131	0713	0	0	1	1	boiler heating and controls
5131	0912	0	1	0	1	food allergy and anaphylaxis
5131	0913	0	1	0	1	recognising heat illness
5131	0921	0	1	0	1	support for disabled adults
5132	0531	24	20	1	13	solubility and extraction yield; solubility and dissolution kinetics; lactose and heat-sensitive sweetness; extraction and total dissolved solids
5132	1013	22	16	0	13	hospitality service standards; espresso bar service; opening and closing procedures; bar techniques
5132	0533	24	8	1	11	fluid pressure and flow; particle size and flow resistance; fluid flow through a porous bed; steam and heat transfer
5132	0721	8	18	3	11	sensory analysis of food; quality assurance records; shelf life of ready-to-drink beverages; shelf life and spoilage
5132	0313	12	9	2	14	service psychology and empathy; constructive feedback; motivation and team climate; consumer taste preference
5132	0542	8	5	3	7	scoring and statistics; controlled variables and measurement; variation and consistency; demand forecasting
5132	0413	9	5	0	8	standard operating procedures; workflow and process design; supervision and delegation; workforce planning
5132	0411	3	16	0	11	cost accounting; cash reconciliation; stocktaking and cost of goods; daily sales reports
5132	0511	9	4	0	9	skin and hand microbiota; microbial biofilm in ice machines; biofilms and microbial reduction; foodborne microorganisms
5132	1022	8	6	0	8	fitness to work and illness reporting; slip, trip and burn hazards; ergonomics; harm reduction
5132	0541	6	7	1	11	unit conversion and proportions; mental arithmetic for change; ratios and percentages; measurement and scaling
5132	0416	2	13	0	12	customer relations in retail; inventory management; sales transactions; inventory rotation
